,utc_date,utc_time,white_score,UltraBullet_x,Bullet_x,Blitz_x,Rapid_x,Classical_x,Correspondence_x,Crazyhouse_x,Chess960_x,Antichess_x,Horde_x,Puzzles_x,Puzzle Storm_x,Puzzle Racer_x,Puzzle Streak_x,games_x,rated_x,wins_x,losses_x,draws_x,bookmarks_x,win_streak_x,lose_streak_x,King of the Hill_x,Three-check_x,Atomic_x,Racing Kings_x,imported games_x,UltraBullet_y,Bullet_y,Blitz_y,Rapid_y,Classical_y,Correspondence_y,Crazyhouse_y,Chess960_y,Antichess_y,Horde_y,Puzzles_y,Puzzle Storm_y,Puzzle Racer_y,Puzzle Streak_y,games_y,rated_y,wins_y,losses_y,draws_y,bookmarks_y,win_streak_y,lose_streak_y,King of the Hill_y,Three-check_y,Atomic_y,Racing Kings_y,imported games_y,fix_time,add_time,prop_x,prop_y,win2loss_x,win2loss_y,ind_greater_mean_x,ind_greater_mean_y
1683,1,146,2,0,854,1309,1368,0,0,0,1327,0,0,1325,0,0,2,13883,13638,6637,6875,371,18,12,1,0.0,0.0,0.0,0.0,0.0,0,1092,1288,1560,1592,2013,0,0,0,0,1735,0,0,0,6140,5598,2757,3163,220,32,14,1,0.0,0.0,0.0,0.0,2.0,300,0,0.47806670028091913,0.4490228013029316,8040,0.8716408472968701,0,0
1684,1,136,2,0,0,1618,1786,1286,0,0,0,0,0,1849,0,0,0,3478,3477,1742,1596,140,0,17,0,0.0,0.0,0.0,0.0,0.0,0,1145,1709,1867,1640,0,0,0,0,0,1864,0,0,0,4599,4063,2223,2200,176,12,11,1,0.0,0.0,0.0,0.0,0.0,300,3,0.5008625646923519,0.48336594911937375,586,1.0104545454545455,1,1
1685,1,136,2,0,0,1115,1820,0,1634,0,0,0,0,1125,0,0,0,1137,1073,557,561,19,0,1,13,0.0,0.0,0.0,0.0,0.0,0,0,1163,1524,0,0,0,0,0,0,1485,0,0,0,97,93,52,41,4,0,5,2,0.0,0.0,0.0,0.0,0.0,300,3,0.48988566402814426,0.5360824742268041,980,1.2682926829268293,0,0
1686,1,136,0,0,0,2294,2086,0,0,0,0,0,0,0,0,0,0,806,734,448,295,63,0,3,6,0.0,0.0,0.0,0.0,0.0,0,0,2147,2288,0,0,0,0,0,0,2465,0,0,0,17554,17315,9664,6485,1405,30,2,15,0.0,0.0,0.0,0.0,6.0,300,3,0.5558312655086849,0.5505297937791956,16581,1.4902081727062453,1,1
1687,1,136,0,0,1016,1751,2080,1998,0,0,0,0,0,2109,0,0,0,46245,45842,21874,20819,3552,20,12,1,0.0,0.0,0.0,0.0,0.0,0,0,1794,0,0,0,0,0,0,0,2209,0,0,0,174,174,83,86,5,0,8,1,0.0,0.0,0.0,0.0,0.0,300,3,0.4730024867553249,0.47701149425287354,45668,0.9651162790697675,1,1
1688,1,136,1,0,0,1038,1662,1586,0,0,0,0,0,1568,0,0,2,724,723,360,342,22,0,9,3,0.0,0.0,0.0,0.0,0.0,0,904,1123,1264,0,0,0,0,0,0,1636,0,0,0,930,914,446,454,30,1,2,9,0.0,0.0,0.0,0.0,0.0,300,3,0.4972375690607735,0.47956989247311826,191,0.9823788546255506,0,0
1689,1,136,2,0,1164,1186,1397,1531,0,0,0,0,0,1678,0,0,0,564,548,270,275,19,0,7,1,0.0,0.0,0.0,0.0,0.0,0,1308,1213,1367,0,0,0,0,0,0,1605,0,11,0,293,281,133,153,7,0,8,4,0.0,0.0,0.0,0.0,0.0,300,3,0.4787234042553192,0.4539249146757679,267,0.869281045751634,0,0
1690,1,136,2,0,1728,1837,0,0,0,0,0,0,0,2050,23,30,0,7955,7891,3898,3718,339,0,10,1,0.0,0.0,0.0,0.0,0.0,0,0,1808,2084,0,0,0,0,0,0,2552,0,0,0,2799,2787,1375,1271,153,0,1,10,0.0,0.0,0.0,0.0,0.0,300,3,0.4900062853551226,0.49124687388352983,5104,1.081825334382376,1,1
1691,1,136,0,0,1049,1277,1459,1474,0,0,0,0,0,1583,0,0,0,1375,1308,646,663,66,5,9,1,0.0,0.0,0.0,0.0,0.0,0,0,1289,1291,0,0,0,0,0,0,1479,0,0,0,12172,12110,5822,5916,434,4,11,1,0.0,0.0,0.0,0.0,0.0,300,3,0.4698181818181818,0.4783108774235951,10802,0.9841108857336038,0,0
1692,1,136,2,0,847,1025,1273,1703,0,0,0,0,0,1336,0,0,0,349,349,165,164,20,2,2,7,0.0,0.0,0.0,0.0,0.0,0,0,948,0,0,0,0,0,0,0,1350,0,0,0,363,360,191,169,3,0,1,8,0.0,0.0,0.0,0.0,0.0,300,3,0.47277936962750716,0.5261707988980716,11,1.1301775147928994,0,0
